title,label,label_score
uu kpk ketua kadin kepastian dunia usaha,clickbait,0
cukai rokok 23 pengusaha soroti vape,non-clickbait,1
penjualan ritel as hijaukan sp 500,non-clickbait,1
cruyff otak lahirnya tiki taka khas barcelona,clickbait,0
gudang mako brimob jateng meledak warga dievakuasi,non-clickbait,1
startup indonesia bahaso curi perhatian budapest,clickbait,0
wiranto lantik 4 pati tni menjabat kemenko polhukam,non-clickbait,1
sop ayam geprek menu favorit jefri nichol rehabilitasi   ,clickbait,0
ibunda meninggal rio febrian pulang hungaria,non-clickbait,1
korban meninggal akibat vape bertambah total 7 nyawa melayang,clickbait,0
sirajuddin dianggap layak kritik airlangga hartarto,non-clickbait,1
dewan pengawas kpk diyakini independen,non-clickbait,1
arab saudi diam diam jual gedung konsulat pembunuhan khashoggi,non-clickbait,1
demo tuntut selesaikan pelanggaran ham sorong dibubarkan polisi,non-clickbait,1
johan cruyff berjaya ajax barcelona,non-clickbait,1
gudang mako brimob srondol semarang meledak petugas pemadam berani mendekat,clickbait,0
kota pindah kadin pemerataan daerah,non-clickbait,1
ewing hd terciduk mampir youtube pamela safitri,clickbait,0
hummels kecewa dortmund gagal taklukkan barcelona ,non-clickbait,1
sutet gagalkan jalan tol cikampek ii beroperasi 2019,non-clickbait,1
jokowi percepat kemajuan negara antek asing aseng ,clickbait,0
hamil 5 intip gaya seksi shandy aulia asyik pilates,clickbait,0
dikabarkan renggang elvia cerolline billy syahputra penjelasan,clickbait,0
pecah target pameran giias 2019 makassar diserbu 25 ribu,non-clickbait,1
narkoba jefri nichol bersalah ellyas pical,clickbait,0
tayang esok sinopsis film the power of love hayya,clickbait,0
malang rio febrian hampiri jenazah sang bunda,clickbait,0
kabut asap malaysia akibat karhutla indonesia,non-clickbait,1
shesar sangka tumbangkan jonatan babak china open 2019,non-clickbait,1
ditolak pemprov riau anies kirim bantuan karhutla pemerintah pusat,non-clickbait,1
susul han suk kyu lee sung kyung ahn hyo seop gabung ,non-clickbait,1
sistem pertahanan udara arab saudi berdaya hadapi serangan drone,clickbait,0
kiat mengisi hidup bak botol kosong ala tung desem,clickbait,0
pria terluka sayat ditemukan bersimbah jatinegara diduga coba bunuh,non-clickbait,1
diburu pasien negeri pengobatan alternatif bude ningsih mendadak viral,non-clickbait,1
betis vanessa angel kenyal,clickbait,0
pesawat twin otter hilang kontak penerbangan papua,non-clickbait,1
direhabilitasi jefri nichol rindu keluarga,clickbait,0
cristiano ronaldo pilih bercinta georgina ketimbang cetak gol indah,clickbait,0
seksi berbaju ungu  ikuti tamara bleszynski liburan keliling eropa ,clickbait,0
gandeng gaya makmur putra mnc leasing biayai alat berat,non-clickbait,1
elza syarief beberkan perkataan nikita mirzani dianggap menghina,clickbait,0
bicara sosialisasi program kb anies baswedan nenek anaknya 11 ,clickbait,0
buka forum titik temu jokowi hilangkan emosi keagamaan,clickbait,0
penampakan rumah donald trump dilelang rp40 miliar,non-clickbait,1
azmi alkatiri sosok viralnya lagu ,clickbait,0
petrucci prediksi ducati berjuang keras misano,non-clickbait,1
kenangan manis timnas indonesia 16 menang 18 0 kepulauan mariana utara,non-clickbait,1
kalah napoli liverpool,non-clickbait,1
putri baptis putin tuai kontroversi menari striptis pesta pernikahannya,clickbait,0
ifan seventeen alami kejadian mistis instagram live tengah malam,clickbait,0
imbas asap karhutla 2 pesawat bandara ssk pekanbaru berani mendarat,non-clickbait,1
dibantai timnas indonesia 18 0 pelatih kepulauan mariana utara ,clickbait,0
griezmann pendukung barcelona sabar nantikan trio msg ,non-clickbait,1
pelajar sma makassar dijual pria hidung belang tantenya,clickbait,0
klopp jadikan kandang liverpool benteng,clickbait,0
tepis tudingan malaysia indonesia adu data asap karhutla,non-clickbait,1
pns koruptor dipecat daerah ngadu bkn   ,clickbait,0
bangganya ter stegen tepis penalti reus ,clickbait,0
klopp nilai napoli dihadiahi penalti ,non-clickbait,1
samsung penjualan galaxy note 10 korea selatan,clickbait,0
kenalan sugar daddy aplikasi kencan laura keliling dunia gratis,clickbait,0
sarri berpeluang dampingi juventus hadapi fiorentina,non-clickbait,1
cita citata kerap comblangi nafa urbach pria muda,clickbait,0
erling haland penyerang tajam calon buruan klub klub top eropa,clickbait,0
nikmati sepuasnya serial drama televisi korea mnc now,clickbait,0
penaltinya gagal marco reus puji ter stegen ,clickbait,0
oktober ratusan startup bertemu investor,clickbait,0
setia gara alami kdrt kakak ipar minum pil alkohol,clickbait,0
penyederhanaan cukai rokok tekan potensi hilangnya pendapatan negara   ,non-clickbait,1
ridwan kamil ajak startup digital selesaikan ketimpangan desa kota,non-clickbait,1
jelang tandang markas atletico sarri juventus tampil beban,non-clickbait,1
arous resor menyelam sudan dijalankan agen rahasia mossad,non-clickbait,1
liverpool juara bertahan kalah laga pembuka 1994 1995 ,non-clickbait,1
peristiwa 18 september pemberontakan madiun meninggalnya musisi jimi hendrix,clickbait,0
nasihat kh said aqil kemarau karhutla,clickbait,0
bahaya paparan asap karhutla hamil,non-clickbait,1
dolar as lesu jelang keputusan the fed,non-clickbait,1
harga emas investor cari aset aman,clickbait,0
perpisahan ktm ucapkan terima kasih zarco,non-clickbait,1
pacari berondong nafa urbach bertahan 15,clickbait,0
napoli calon juara liga champions ancelotti terima kasih klopp,clickbait,0
pesan malaikat cinta   ,clickbait,0
kekuatan ihsg cermati saham pilihan,clickbait,0
jokowi menunda revisi uu kpk,non-clickbait,1
liverpool kalah anfield 42 laga klopp enggan sesumbar,non-clickbait,1
terpaksa menghirup kabut asap warga palangkaraya sesak,clickbait,0
rossi kunci penampilan apik quartararo lintasan,non-clickbait,1
gracia indri ikuti teman cantik maksimal,clickbait,0
aksi bang jek sodomi 50 bocah iming iming uang,clickbait,0
varane anggap psg lawan berat neymar mbappe,non-clickbait,1
anies pkl pengamat apapun alasannya uu,non-clickbait,1
evolusi moda transportasi kota delman mrt,non-clickbait,1
klopp napoli juara liga champions ,non-clickbait,1
menerka pemberantasan korupsi pasca undang undang kpk direvisi,non-clickbait,1
bocah merokok tribun stadion hebohkan warganet 36 tahun,clickbait,0
rekam adegan seks kevin hart dituntut rp844 miliar,clickbait,0
arab klaim pasokan pulih harga minyak anjlok 6,non-clickbait,1
sarri pahami amarah can juventus liga champions,non-clickbait,1
hasil pertandingan liga champions 2019 2020 rabu 18 september,non-clickbait,1
verratti sabar lakoni laga perdana liga champions kontra madrid ,clickbait,0
duo menhub dampingi wapres jk perhubungan nasional,non-clickbait,1
wall street menguat penurunan suku bunga the fed,non-clickbait,1
rak buku unik hemat biaya   ,clickbait,0
quartararo butuh waktu bersinar kelas utama motogp,non-clickbait,1
2020 htc siapkan ponsel berbasis vr 5g,non-clickbait,1
loh dibbler salah mamalia terlangka dunia,clickbait,0
proyek rawan timbulkan bencana jalan tol kereta cepat,non-clickbait,1
tuchel bertekad bungkam madrid laga perdana liga champions ,non-clickbait,1
amnesti international interpol proses  veronica koman,non-clickbait,1
jelang hadapi filipina disiapkan timnas indonesia 16,clickbait,0
sarita abdul mukti tumpahkan isi hati ditinggal suami single terbaru,clickbait,0
unggulan berguguran china open 2019,clickbait,0
jelang hadapi duel keras zidane puji kualitas psg,clickbait,0
senggol mobil pemotor cbr tewas hantam trotoar tangsel,clickbait,0
film  karya livi zheng tuai kritik keras ustadz maaher atthuwailibi,clickbait,0
iannone bantah manajer romano fenati,non-clickbait,1
kapten liverpool terima kekalahan 0 2 napoli,non-clickbait,1
tommy sugiarto kunci sukses babak china open 2019,clickbait,0
valencia permalukan chelsea stamford bridge,non-clickbait,1
pakar ham pbb amnesti internasional nilai hukum indonesia,non-clickbait,1
napoli bungkam liverpool 2 0 mertens sulit dipercaya,non-clickbait,1
doa ampun mengulangi kesalahan,clickbait,0
marquez terbuai posisi klasemen ,non-clickbait,1
skor kacamata hiasi babak barcelona vs dortmund,clickbait,0
sukses youtube feby putri hadirkan single perdana,clickbait,0
sukai sirkuit aragon lorenzo harapkan hasil apik,clickbait,0
kenang motogp san marino 2019 miller ngaku paranoid ,clickbait,0
penetapan dewan pengawas dinilai berpengaruh,non-clickbait,1
foto miley cyrus bra bikin netizen gagal fokus   ,clickbait,0
sarri juventus tim terbaik liga italia,clickbait,0
pengganti zarco oliveira pasrah,clickbait,0
pm pakistan janji bawa kashmir pbb ,non-clickbait,1
unggul dovizioso marquez jemawa tatap misano,non-clickbait,1
tahun gunawan terima tawaran main layar lebar,clickbait,0
terhitung aragon kallio resmi gantikan zarco ktm 2019,non-clickbait,1
berstatus juara bertahan liverpool tertekan liga champions musim,clickbait,0
viral emak emak ketahuan bungkus makanan pesta marah marah,clickbait,0
kampung halaman marquez sabar mentas motogp aragon 2019 ,clickbait,0
sarri komentari kemenangan dramatis juventus napoli,clickbait,0
wapres jk gerah banyaknya kendaraan pribadi indonesia,clickbait,0
curhat irish bella hijrah habiskan waktu jam memakai hijab,clickbait,0
ketimbang manajer iannone tertarik pelatih balap fenati,clickbait,0
inter conte optimis kembalikan sanchez performa terbaiknya,clickbait,0
main kucing gaya mengangkang lucinta luna sorotan,clickbait,0
firli bahuri ketua kpk anggota komisi iii beliau ,clickbait,0
peristiwa 14 september presiden as meninggal ditembak rasuna said lahir ,clickbait,0
penampakan anggrek langka menyerupai wajah monyet,clickbait,0
pdip persiapkan strategi hadapi pilkada 2020 ,non-clickbait,1
heldy djafar istri kesembilan soekarno terpisah situasi politik,clickbait,0
teror aisyah sosok misterius gegerkan driver ojol jogja,clickbait,0
jokowi tolak 4 poin revisi uu kpk pukat ugm masyarakat berharap,non-clickbait,1
4 menteri jokowi pengusaha curhat seretnya industri properti ,non-clickbait,1
solskjaer maguire pemimpin man united,non-clickbait,1
johan cruyff anak petugas pembersih ajax legenda sepakbola dunia,non-clickbait,1
peserta program pertukaran guru indonesia korea 2019 kenalkan budaya indonesia masyarakat korea selatan,clickbait,0
4 fakta phk massal hantui unicorn bukalapak induk usaha bentoel,non-clickbait,1
hubungan messi barca diisukan memburuk komentar valverde,clickbait,0
perdagangan opium inggris memiskinkan india,non-clickbait,1
jelang lawan leicester man united dihantam badai cedera,clickbait,0
gudang mako brimob srondol meledak damkar dikerahkan lokasi,non-clickbait,1
berkat imej seksi pamela safitri laris manis pedangdut,clickbait,0
rossi pr sirkuit misano,clickbait,0
simulasi perang nuklir as rusia lenyapkan 34 juta nyawa waktu singkat,clickbait,0
heboh penampakan tangkalaluk ular langka bernuansa mistis korban karhutla,clickbait,0
9 pembunuh bayaran mengerikan indonesia 2 dekade ,clickbait,0
sempurna rins berharap tampil oke sirkuit misano,non-clickbait,1
sisi kimi hime keluarga  korban pelecehan seksual,clickbait,0
 pembangunan kota silicon valley proyek tol,clickbait,0
keterbukaan informasi perusahaan tercatat,non-clickbait,1
revisi uu tekankan pencegahan otoritas kpk,non-clickbait,1
bahan baku dibutuhkan kedokteran gigi impor,non-clickbait,1
perebutan kursi ketum golkar smrc jokowi netral,non-clickbait,1
polri motif menyewa pembunuh bayaran kebanyakan dendam,non-clickbait,1
damkar lakukan pendinginan gudang bahan peledak mako brimob jateng,non-clickbait,1
terserang diare romi batal jalani sidang eksepsi ,non-clickbait,1
harga pangan cabai merah turun cabai rawit,clickbait,0
marquez cemas penampilan impresif pembalap yamaha misano,non-clickbait,1
polisi masukkan veronica koman dpo penuhi panggilan,clickbait,0
gaji anggota dprd dki capai rp111 juta,non-clickbait,1
tingkatan pembunuh bayaran amatir terorganisir,clickbait,0
tercepat fp2 motogp san marino vinales puas kinerja yzr m1,non-clickbait,1
kenaikan cukai rokok 23 kemenkeu pertimbangkan komprehensif,non-clickbait,1
gudang mako brimob jateng meledak berisi bom sisa perang dunia,non-clickbait,1
animasi kiko tampil event bekraf animation conference 2019,non-clickbait,1
perjalanan cinta cruyff sang istri prahara,non-clickbait,1
siasat biaya perjalanan libur pekan kendaraan pribadi,non-clickbait,1
kontroversi kimi hime tampilan vulgar judul ambigu,clickbait,0
teknologi terbaru oppo isi baterai 30 menit   ,non-clickbait,1
cukai 23 estimasi pengusaha rokok 10,clickbait,0
kalah saing yamaha sesi latihan bebas marquez maklum,non-clickbait,1
cerita unik pemilihan nomor punggung 14 johan cruyff,clickbait,0
kumalasari sakit hati putrinya dibully netizen,clickbait,0
3 mobil tabrakan beruntun senayan,clickbait,0
trenggiling si manis terancam punah ditemukan mati akibat karhutla riau,clickbait,0
domenicali komentari penampilan petrucci inkonsisten ,clickbait,0
imam nahrawi menteri jokowi tersangka kpk idrus marham,non-clickbait,1
menilik quranic park sajikan tanaman alquran,clickbait,0
pemerintah tetapkan rencana kebijakan cukai hasil tembakau tahun 2020,clickbait,0
menko polhukam arahan penguatan penanggulangan karhutla,non-clickbait,1
gudang mako brimob polda jateng meledak 11 rumah warga rusak,non-clickbait,1
dinilai mengancam euro facebook libra ditolak prancis,non-clickbait,1
dukung industri game esports gojek rilis gogames ,clickbait,0
cukai 23 gappri setor rp200 triliun nalar,clickbait,0
sepeda motor terbang ramaikan pameran tokyo motor show 2019 ,non-clickbait,1
indahnya persahabatan beda agama bj habibie siapkan hercules jenazah romo,clickbait,0
bangku meja kelas siswa sdn rumah walkot bekasi belajar lesehan,clickbait,0
zidane bantah bale dijadikan kambing hitam keterpurukan madrid,non-clickbait,1
diisukan hamil rihanna,clickbait,0
polisi ringkus 5 pelaku karhutla jambi,non-clickbait,1
hasil sesi latihan bebas 3 motogp san marino 2019,non-clickbait,1
massa demo gedung kpk bakar poster agus rahardjo ,non-clickbait,1
bikin surface lipat microsoft kembangkan engsel,non-clickbait,1
sikap pakar ham pbb bela veronica koman ptri berimbang akurat,non-clickbait,1
kesulitan padamkan karhutla kepala bnpb pekerjaan,clickbait,0
farhat abbas klaim koleksi tas mewah hotman paris hutapea nasihat,clickbait,0
produsen ban michelin diam diam sentuh dunia kuliner,clickbait,0
buka balkonjazz festival 2019 sisi penonton berjoget,non-clickbait,1
agus cs serahkan mandat jokowi disarankan plt pimpinan kpk ,non-clickbait,1
kpk didemo massa polisi kendaraan taktis disiagakan ,non-clickbait,1
meghan markle rilis lini fesyen koleksi busana kerjanya dikritik netizen,clickbait,0
kenaikan cukai 23 diyakini kurangi konsumsi rokok masyarakat,non-clickbait,1
rapat paripurna pengesahan tatib dpd berujung ricuh,clickbait,0
hamil 6 paula verhoeven rasakan tendangan si,clickbait,0
pilkada 2020 6 parpol berkoalisi hentikan dominasi pks depok,non-clickbait,1
peluk mesra angela lee raffi ahmad tuai amukan warganet,clickbait,0
massa pedemo gedung kpk bubarkan,non-clickbait,1
sri mulyani omnibus law perizinan investasi mencakup aturan pusat daerah,non-clickbait,1
dirawat rspad menhan kivlan zen dibebaskan,non-clickbait,1
merapi luncurkan lava 600 meter,non-clickbait,1
86 harimau diselamatkan kuil thailand mati,non-clickbait,1
setia gara netizen indonesia goblok,clickbait,0
jelang operasional haji ppih arab saudi gelar evaluasi,non-clickbait,1
polisi bongkar sindikat narkoba jaringan internasional 8 ditangkap,clickbait,0
lantik mppn mknp menkumham tindak notaris nakal ,non-clickbait,1
menkumham penyadapan kpk sesuai izin ,non-clickbait,1
pelaku umkm perlakuan urus jaminan produk halal,non-clickbait,1
rokok kemenkeu rampungkan cukai plastik,non-clickbait,1
hasrat insigne kalahkan liverpool juarai liga champions musim,non-clickbait,1
wokee seru bonus saldo pembukaan rekening rp25 ribu,clickbait,0
terbang mewah ala jutawan menyaksikan ironman langkawi,clickbait,0
izin lapak pedagang emas digital ditutup,clickbait,0
imam nahrawi  andi mallarangeng 2 menpora terjaring kpk,non-clickbait,1
serunya gita gutawa vadi akbar konser kastil burg welterode jerman,clickbait,0
gagal tim zarco targetkan motogp 2021,non-clickbait,1
honda luncurkan motor petualang,clickbait,0
sukses penyanyi cita citata produser,non-clickbait,1
ikuti jejak putri diana pangeran harry dukungan penyandang hiv,non-clickbait,1
kpr bukopin super kemerdekaan indonesia bunga 74 diskon biaya administrasi 74,non-clickbait,1
ribuan massa demo kabut asap palembang ricuh,non-clickbait,1
vokalis jamrud maju pilkada pandeglang via jalur independen,non-clickbait,1
menteri kehakiman korsel diduga korupsi oposisi protes cukur rambut,non-clickbait,1
bea cukai fasilitas kawasan berikat perusahaan hospital furniture terbesar yogyakarta,non-clickbait,1
garin nugroho terkejut kucumbu tubuh indahku wakili indonesia oscar 2020,clickbait,0
maksimalkan potensi perikanan kota sorong bea cukai realisasikan ekspor perdana makerel,non-clickbait,1
jembatan dermaga roro siak roboh pegawai dishub hilang,non-clickbait,1
geledah kantor dinas kepri kpk sita dokumen anggaran ,non-clickbait,1
beda pendapat basaria panjaitan laode syarif pengesahan revisi uu kpk,clickbait,0
mobil mewah mangkir pajak terbesar pemilik bmw      ,clickbait,0
revisi uu kpk disahkan laode paparkan kelemahan sisi penindakan,non-clickbait,1
menilik peran intelijen pertemuan jokowi 61 tokoh papua,clickbait,0
fenomena maraknya pacaran ustadz yusuf mansur serukan bertaubat,clickbait,0
diogo dalot man united layak berlaga liga eropa,clickbait,0
takluk wakil india praveenmelati akui main terburu buru ,clickbait,0
rupiah ditutup melemah rp14100usd,non-clickbait,1
efisiensi biaya lg display phk karyawan lini produksi,non-clickbait,1
tekankan tes iva deteksi kanker serviks iriana jokowi gelar kuis,non-clickbait,1
kucumbu tubuh indahku terpilih wakili indonesia oscar 2020,non-clickbait,1
pejalan kaki tertabrak seekor anak anjing zebra cross menyeberang,non-clickbait,1
 demo dpr arus lintas macet parah   ,non-clickbait,1
kalah barbie kumalasari elly sugigi ikutan tren sulam lesung pipi,clickbait,0
vinales finis 3 motogp san marino meregalli hasil terbaik,clickbait,0
lokasi ledakan mako brimob jateng dulunya bermain layangan,clickbait,0
30 anggota dprd kota sorong dilantik tengah puing gedung imbas kerusuhan,non-clickbait,1
mahasiswa makassar ditangkap gegara gelapkan puluhan mobil rental,non-clickbait,1
dilaporkan nikita mirzani elza syarief 10 pasal biarin,clickbait,0
sri mulyani 3 menkeu tulis artikel ekonomi kekinian koran,clickbait,0
modifikasi mobil bertampang gagah miliki suara mesin ,clickbait,0
salat istisqa qunut nazilah diamalkan hujan,clickbait,0
ancelotti jitu jungkalkan liverpool,clickbait,0
 polisi tangkap 5 pembakar lahan sumbar   ,non-clickbait,1
diterpa isu cerai andre taulany kejutan istri ulang tahun,clickbait,0
gagal hengkang bos psg terkesan profesionalisme neymar,non-clickbait,1
polisi periksa darah urine korban miras oplosan malang,non-clickbait,1
245 rumah oksigen disiagakan warga kalbar dikepung asap,non-clickbait,1
menko darmin panggil kemendagri bos bkpm bahas revisi 74 uu investasi,clickbait,0
kebakaran sawah jakpus 4 damkar dikerahkan,non-clickbait,1
intimasi pengguna jasa bea cukai bandung kunjungi pt dirgantara indonesia ,non-clickbait,1
riwayat penyakit ayah donny alamsyah meninggal kamar mandi,clickbait,0
abaikan fitnah mentan fokus capai swasembada pangan,non-clickbait,1
somasi diabaikan nikita mirzani resmi polisikan elza syarief,non-clickbait,1
denada jual 2 rumah pengobatan shakira,non-clickbait,1
15 korporasi tersangka karhutla kalbar,clickbait,0
beras analog makanan alternatif pengidap diabetes   ,non-clickbait,1
gamestop tutup 200 gerai tahun   ,non-clickbait,1
mulus babak china open 2019 fajarrian kunci sukses,clickbait,0
 nemplok kap mobil bripka eka cabut laporan pengendara   ,non-clickbait,1
perawatan barbie kumalasari rela habiskan ratusan juta rupiah,clickbait,0
100 kios rumah warga asmat papua ludes terbakar,non-clickbait,1
kronologi kebakaran hanguskan ratusan rumah warga asmat papua,non-clickbait,1
 rumah jelambar terbakar unit mobil pemadam dikerahkan   ,non-clickbait,1
moggi sikap sarri buruk sepakbola,clickbait,0
 tim satgas karhutla terpapar zat monoksida tingkat bahaya hirup asap   ,non-clickbait,1
duga iran dalang serangan fasilitas minyak saudi trump perang,clickbait,0
izin dewan pengawas ketentuan penyadapan uu kpk,non-clickbait,1
nissan ciptakan kursi gammers terinspirasi gt nismo,non-clickbait,1
kpk periksa saksi usut suap emirsyah satar,non-clickbait,1
man city dinilai rencana perbaiki pertahanan rapuh,clickbait,0
toyota land cruiser produksi 1970 disulap mobil ramah lingkungan,clickbait,0
persib gagal kalahkan semen pandang kandang,non-clickbait,1
viral leher bocah sd terjepit bangku ruang kelas,clickbait,0
fit kante absen chelsea jumpa wolverhampton,non-clickbait,1
hasil sesi latihan bebas 4 motogp san marino 2019,clickbait,0
cukai rokok 23 pelaku industri kurangi produksi karyawan,non-clickbait,1
makeup lady gaga pulasan wajah,clickbait,0
viral kocak spanduk jual rumah warteg podium supporter,clickbait,0
vakum frau bermusik balkonjazzz festival 2019,non-clickbait,1
bisnis kopi lucinta luna kebanjiran tawaran negeri,clickbait,0
penggunaan kalsium oksida strategi teknologi modifikasi cuaca atasi asap karhutla,non-clickbait,1
 derita penyakit kivlan zen dirawat rspad   ,non-clickbait,1
petinggi bmw jago mesin dipinang produsen audi ,clickbait,0
30 proyek selatan jawa rawan bencana kereta cepat daftar,clickbait,0
bpk temukan 14965 senilai rp1035 triliun ihps 2019,non-clickbait,1
mbah mijan kecelakaan jalan narogong akibat pesugihan tumbal otak,non-clickbait,1
kampus uas mengajar libur imbas bencana asap ,non-clickbait,1
pemukulan 7 siswa sd bekasi disdik pelaku pembinaan,clickbait,0
asing beli kapal modus pencurian ikan laut ri,non-clickbait,1
mengenal mobil langka dunia mercedes benz sl73 bermesin v12,clickbait,0
takut diambil nigeria lampard dorong southgate panggil tammy abraham timnas inggris,non-clickbait,1
pakistan klaim tangkap india terlibat terorisme,non-clickbait,1
4 poin pidato karhutla riau jokowi akui jajarannya lalai,clickbait,0
basaria panjaitan pilih bertahan 3 pimpinan kpk mundur,clickbait,0
mahasiswa its kursi roda otomatis disabilitas   ,non-clickbait,1
laporte absen guardiola ogah cari pengganti,clickbait,0
2 tahun aurel hermansyah grogi bertemu teuku rassya,clickbait,0
tira persikabo persib puas berbagi angka,clickbait,0
sophia kewarganegaraan sri mulyani pajak robot,non-clickbait,1
resmi meluncur intip spesifikasi harga samsung galaxy a10s,clickbait,0
meregalli komentari penampilan rossi motogp san marino 2019,non-clickbait,1
keown arsenal butuh 10 tahun benahi pertahanan,clickbait,0
temani shakira denada gelontorkan miliar tinggal singapura,clickbait,0
a9 oppo rilis a5 2020 murah,clickbait,0
festival film balinale 2019 putar film 28 negara,clickbait,0
omnibus law pemerintah benahi perpajakan izin ekspor impor,non-clickbait,1
imbas serangan drone investor lari emas obligasi pemerintah,clickbait,0
cukai rokok perokok pemula diharap berkurang,non-clickbait,1
kawasaki goda konsumen produk misteriusnya,clickbait,0
menghijau ihsg sesi menguat level 6223,non-clickbait,1
5 pakar ham pbb lakukan pembelaan veronica koman,clickbait,0
gagal finis misano crutchlow tebus motogp aragon 2019 ,non-clickbait,1
dpr tegaskan pengesahan revisi uu kpk terburu buru ,non-clickbait,1
bertualang aceh awkarin belajar bikin kopi terbalik,clickbait,0
warganet china dihebohkan video penampakan monster misterius sungai yangtze,clickbait,0
formasi timnas indonesia ditangani rd teco,clickbait,0
kontroversi kpi sanksi teguran 12 program tv,clickbait,0
paripurna pengesahan revisi uu kpk diikuti 80 dewan daftar hadir tertulis 289,clickbait,0
mengenal teknologi ubah wajah deepfake,non-clickbait,1
kesulitan misano petrucci optimis nasib ducati beda aragon,non-clickbait,1
dicap juri galak anang hermansyah industri musik kejam,clickbait,0
menteri susi ingatkan bahayanya tangkap ikan pakai cantrang,non-clickbait,1
juara vietnam open 2019 dellarizki harap lanjutkan tren positif,non-clickbait,1
bukalapak giliran zomato phk 540 karyawan,clickbait,0
kabut asap serang samarinda lion air pindahkan penerbangan balikpapan,non-clickbait,1
ansu fati sang pencetak rekor tolak tawaran rumah madrid,non-clickbait,1
jelang hadapi napoli liverpool waspadai lorenzo insigne,clickbait,0
bayi 4 diduga meninggal akibat ispa gubernur sumsel sarankan autopsi,non-clickbait,1
mobil melaju bripka eka  kap tabrak kendaraan,non-clickbait,1
mayat pria bersimbah darah ditemukan tol bocimi,non-clickbait,1
aksi nekat polisi nemplok kap mobil jakarta bandung,clickbait,0
perusahaan rokok kakap dikenakan tarif cukai tinggi,non-clickbait,1
formasi juri indonesian idol armand maulana menangis,clickbait,0
memburu keindahan alam laut 5 pulau sulawesi   ,clickbait,0
komisi xi dpr setujui rkakl kemenkeu rp435 triliun,non-clickbait,1
anang juri indonesian idol maia estianty kejam sadis,clickbait,0
gunung merapi erupsi luncurkan awan panas 1100 meter,non-clickbait,1
tunggakan pajak mobil mewah jakarta capai rp486 miliar ,non-clickbait,1
pindah kota pemerintah manfaatkan aset rp1123 triliun dki jakarta,non-clickbait,1
conte prediksi kiprah inter milan liga champions 2019 2020,clickbait,0
modifikasi bmw seri 3 terbaru dongkrak tampilan gaya ciamik,clickbait,0
eks pemain optimis inter dominasi juve liga italia 2019 2020,non-clickbait,1
3 warga malang tewas diduga akibat tenggak miras oplosan,clickbait,0
ratu drama kdrt setia gara ngamuk netizen,clickbait,0
penemuan mayat bayi toilet masjid hebohkan warga bogor,clickbait,0
anggaran subsidi rumah murah rp86 triliun cair pekan,non-clickbait,1
salat istisqa jokowi bergerak tinjau penanganan karhutla riau ,non-clickbait,1
jokowi pemerintah lakukan upaya padamkan karhutla riau,non-clickbait,1
genjot perekonomian bea cukai perbanyak penerima fasilitas kepabeanan,non-clickbait,1
dukung kontestan kdi 2019 ayu ting ting rela kirim 100 sms,clickbait,0
jokowi salat istisqa riau tinjau kebakaran hutan lahan,non-clickbait,1
quartararo motor pabrikan yamaha motogp 2020,non-clickbait,1
kabut asap kecepatan kapal laut menurun   ,non-clickbait,1
bandara kertajati diusulkan ganti nama bj habibie menhub tergantung   ,clickbait,0
susunan pemain timnas indonesia 16 vs filipina,non-clickbait,1
pasca serangan drone putin tawarkan sistem pertahanan rudal rusia saudi,non-clickbait,1
legenda liverpool penyebab kekalahan man city norwich ,clickbait,0
kalimantan berselimut kabut asap penerbangan yogyakarta ditunda,non-clickbait,1
ahli biologi kekuatan pikiran ubah kehidupan,clickbait,0
denmark keluarkan rp17 miliar pensiunkan gajah sirkus,non-clickbait,1
sejoli tersenggol babak eliminasi 8 kdi 2019,clickbait,0
negara sosialisasikan kesehatan bahaya narkoba palembang ,non-clickbait,1
alami kdrt pernikahan setia gara direstui orangtua,clickbait,0
butuh waktu hasil restorasi gambut,non-clickbait,1
pbnu angkat bicara kebakaran hutan lahan kunjung padam,clickbait,0
penghargaan caleg golkar semangat kader perempuan,non-clickbait,1
tanggapi pemerkosaan menyeret namanya ronaldo malu,clickbait,0
keanekaragaman budaya indonesia warnai kanada indonesian festival 2019,non-clickbait,1
fajarrian rinovpitha melangkah babak china open 2019 ,clickbait,0
kisah babinsa hidupi puluhan yatim jual sajadah agen bangunan,non-clickbait,1
modal bagus vinales  tatap motogp aragon 2019,non-clickbait,1
 iriana jokowi jodohkan kaesang siswi babelan   ,clickbait,0
sesuai jadwal apple tunda model iphone 11,non-clickbait,1
niat puasa senin kamis keutamaannya,non-clickbait,1
industri furnitur jateng ditawarkan 11 perusahaan hengkang china,non-clickbait,1
anang hermansyah hadir indonesian idol,non-clickbait,1
pakai baju adat bali menhub peringati perhubungan nasional 2019,non-clickbait,1
peristiwa 17 september perang jawa britania belanda berdirinya pmi,non-clickbait,1
icp  minyak 2020 diubah,non-clickbait,1
masyarakat anggap wajar suap pns,non-clickbait,1
mui sragen duga praktek main dukun pilkades 2019,non-clickbait,1
mengenal burak ozdemir chef turki viral aksi masak porsi jumbo,clickbait,0
anak dipo latief nikita mirzani meradang,clickbait,0
bea cukai juanda musnahkan alat bantu seksual rokok,clickbait,0
persija resmi perkenalkan rachmad hidayat ,non-clickbait,1
paripurna dpr sahkan 5 pimpinan kpk terpilih hasil ,clickbait,0
menteri basuki beberkan cepat atasi karhutla riau,clickbait,0
